id,service_provider,activity,well_name,template_id,split,heldout_provider,heldout_activity
4066,Halliburton,  sliding ,KG 15A,halliburton_slide_drilling_v1,train,0,0
4067,  Schlkmberger ,hole circulation,ns-78,slb_circulating_v2,train,0,0
4068,Baker Huhes Co,circulate,MB97ST1,baker_hughes_circulating_v1,train,0,0
4069,BakerHughes,drilling rotary,WELL-KG-18,baker_hughes_rotary_drilling_v1,val,0,0
4070,Hlliburton Co,  trip-out ,WELL-MB-34ST1,halliburton_trip_out_v1,val,0,0
4071,Halliburton Energy Services,rotary drill,BH 68,halliburton_rotary_drilling_v1,train,0,0
4072,Schlumberger,cjrculate,BH-57A,slb_circulating_v1,train,0,0
4073,Halliburton Energy Services,Pull Out Of Hole,BH 9H,halliburton_trip_out_v1,train,0,0
4074,Hal,sliding mode drilling,NS36ST1,halliburton_slide_drilling_v1,train,0,0
4075,Baker ughes,TRIPPING OUT,MB-069,baker_hughes_trip_out_v1,test,0,0
4076,Halliurton,tripping out,ns-10ST1,halliburton_trip_out_v1,train,0,0
4077,slb ltd,circulate,WELL-BH-34A,slb_circulating_v1,train,0,0
4078,bkr,ROTARY DRILL,WELL-MB-78,baker_hughes_rotary_drilling_v1,train,0,0
4079,SLB,Pooh,KG 99,slb_trip_out_v1,train,0,0
4080,schlumberger ltd,rotray drill,KG 30,slb_rotary_drilling_v1,train,0,0
4081,Baker Hugghes,drilling - rotary,NS-022A,baker_hughes_rotary_drilling_v2,train,0,0
4082,SLB Ltd,circulation,ns-80ST1,slb_circulating_v2,train,0,0
4083,hal,slde drilling,AR-71ST1,halliburton_slide_drilling_v1,val,0,0
4084,  Baker  Hughes Company ,  Rotary  Drg ,BH2,baker_hughes_rotary_drilling_v1,test,1,0
4085,Halliburton,circulating,WELL-NS-80ST1,halliburton_circulating_v2,train,0,0
4086,slb ltd,circulaiton,WELL-NS-60A,slb_circulating_v2,train,0,0
4087,Halliburton,hole circulation,NS 87,halliburton_circulating_v2,train,0,0
4088,Hal,  trip-in ,AR-34,halliburton_trip_in_v1,train,0,0
4089,Baker Hughes,slide drrill,ar-90H,baker_hughes_slide_drilling_v1,train,0,0
4090,SLB,hole circulation,MB72A,slb_circulating_v1,train,0,0
4091,Hal,  rotary  drill ,KG 70,halliburton_rotary_drilling_v1,train,0,0
4092,Schlumberger Ltd,circulation,BH-058A,slb_circulating_v1,val,0,0
4093,haluiburton,  TRIP  OUT ,KG18,halliburton_trip_out_v1,val,0,0
4094,BKR,ROT. DRILLING,bh-29,baker_hughes_rotary_drilling_v1,train,0,0
4095,slb ltd,sliding mode drilling,AR 20,slb_slide_drilling_v1,test,0,0
4096,baker-hughes,Hole Circulation,WELL-AR-94,baker_hughes_circulating_v2,test,1,0
4097,SLB,slide drlg,MB-55ST1,slb_slide_drilling_v1,train,0,0
4098,Baker Hughes,  Rotary  Drlg ,BH-016,baker_hughes_rotary_drilling_v1,train,0,0
4099,Halliburton,Drilling - Slide,WELL-MB-34ST1,halliburton_slide_drilling_v1,val,0,0
4100,slb,Circ,NS-080ST1,slb_circulating_v2,train,0,0
4101,bkr,ROTARY DRILL,bh-31,baker_hughes_rotary_drilling_v1,train,0,0
4102,bkr,sliding,WELL-AR-75,baker_hughes_slide_drilling_v1,train,0,0
4103,  Hplliburton ,pulling out of hole,NS71,halliburton_trip_out_v1,train,0,0
4104,Schlumberger,circullation,AR-075,slb_circulating_v2,train,0,0
4105,  Schlumberger ,trip-in,KG 86H,slb_trip_in_v1,train,0,0
4106,Halliburqon Co,TIH,NS-012,halliburton_trip_in_v1,val,0,0
4107,SLB LTD,drilling - rotary,WELL-KG-54,slb_rotary_drilling_v1,train,0,0
4108,Schlumberger Ltd,HOLE CIRCULATION,BH 84ST1,slb_circulating_v1,train,0,0
4109,BAKERHUGHES,rot. drilliing,NS 50ST1,baker_hughes_rotary_drilling_v2,train,0,0
4110,HAL,  trip-out ,BH52A,halliburton_trip_out_v1,train,0,0
4111,Schlumberger Ltd,  sliding  mode drilling ,AR-021,slb_slide_drilling_v1,train,0,0
4112,SLB,Sliding Mode Drilling,AR-97,slb_slide_drilling_v1,train,0,0
4113,schlumberger,slide drlg,WELL-MB-49,slb_slide_drilling_v1,train,0,0
4114,BKR,running in hole,ar-2,baker_hughes_trip_in_v1,val,0,0
4115,BKR,RIH,ar-93ST1,baker_hughes_trip_in_v1,train,0,0
4116,BAKER  HUGHES CO,trip-in,AR-20,baker_hughes_trip_in_v1,test,0,0
4117,Baker Hughes,RIH,AR 74,baker_hughes_trip_in_v1,val,0,0
4118,Baker Hughes Co,trip in,MB-88ST1,baker_hughes_trip_in_v1,val,0,0
4119,SCHLUMBERGER LTD,circulate,WELL-AR-41A,slb_circulating_v2,val,0,0
4120,HALLLIBURTON CO,  circ ,NS 71,halliburton_circulating_v2,train,0,0
4121,Bkr,Rotary Drlg,AR-041A,baker_hughes_rotary_drilling_v2,val,0,0
4122,  Bkr ,DRILLING - SLIDE,NS-53,baker_hughes_slide_drilling_v1,train,0,0
4123,Schlumberger tLd,rot. drilling,KG36H,slb_rotary_drilling_v1,train,0,0
4124,baker hughes,ROTARY DRILL,kg-36H,baker_hughes_rotary_drilling_v1,train,0,0
4125,hal,circulating,NS 36ST1,halliburton_circulating_v2,train,0,0
4126,Bakerhughes,circulating,KG 99,baker_hughes_circulating_v1,train,0,0
4127,hal,circ,NS-019H,halliburton_circulating_v2,train,0,0
4128,SLBLtd,circulate,AR71ST1,slb_circulating_v2,val,0,0
4129,Scheumberger,TRIPPING OUT,NS-19H,slb_trip_out_v1,train,0,0
4130,Schlumberger,slide drill,KG-065,slb_slide_drilling_v1,train,0,0
4131,hallibburton,CIRCULATING,AR 87H,halliburton_circulating_v2,train,0,0
4132,SLB Ltd,HOLE CIRCULATION,ar-19,slb_circulating_v2,train,0,0
4133,Halliburton Co,drilling - slide,kg-70,halliburton_slide_drilling_v1,train,0,0
4134,Schlumberger Ltd,SLRDE DRILLING,BH-15,slb_slide_drilling_v1,train,0,0
4135,SLB,fluid circujation,MB 30H,slb_circulating_v1,test,0,1
4136,BKR,drilling - rotary,NS-087,baker_hughes_rotary_drilling_v2,train,0,0
4137,Slb,TIH,WELL-AR-59ST1,slb_trip_in_v1,train,0,0
4138,BKR,slide drlg,BH-17,baker_hughes_slide_drilling_v1,train,0,0
4139,HALLIBURTON,drilling - slide,mb-28H,halliburton_slide_drilling_v1,test,0,0
4140,SLB,pulling out of hole,NS-014A,slb_trip_out_v1,test,0,0
4141,Schlumberger Ltd,  TOOH ,NS84,slb_trip_out_v1,train,0,0
4142,HALLIBURTON ENERGY SERVICES,trip-in,KG 32ST1,halliburton_trip_in_v1,train,0,0
4143,SLBB Intl,  pull  out of hole ,MB-28H,slb_trip_out_v1,test,1,0
4144,Baker Hughes,Pul Out Of Hole,AR 73H,baker_hughes_trip_out_v1,train,0,0
4145,Bkr,pooh,MB-072A,baker_hughes_trip_out_v1,train,0,0
4146,Halliburton Energy Services,tripo-ut,NS-49,halliburton_trip_out_v1,train,0,0
4147,slb ltd,drilling rotary,MB-74H,slb_rotary_drilling_v1,train,0,0
4148,Bkr,PULLING OUT OF HOLE,MB5ST1,baker_hughes_trip_out_v1,train,0,0
4149,Schlumberger Ltd,running in the hole,NS-28ST1,slb_trip_in_v1,test,0,1
4150,  schlmuberger  ltd ,tripipng in,NS 87,slb_trip_in_v1,train,0,0
4151,BKR,sliding,NS-070,baker_hughes_slide_drilling_v1,train,0,0
4152,Baker Hughes,pulling out of hole,BH-052A,baker_hughes_trip_out_v1,train,0,0
4153,halliburton energy services,  Circultaing ,mb-73,halliburton_circulating_v1,test,0,0
4154,Schlumberger Ltd,trip out,KG-087ST1,slb_trip_out_v1,test,0,0
4155,Hal,Pull Out Of Hole,BH86A,halliburton_trip_out_v1,train,0,0
4156,BakerHughes,drilling - slide,MB-69,baker_hughes_slide_drilling_v1,test,1,0
4157,baker hughes co,drilling -vslide,MB55ST1,baker_hughes_slide_drilling_v1,train,0,0
4158,BKR,tripping in,ar-68H,baker_hughes_trip_in_v1,train,0,0
4159,BKR,cirulating,WELL-MB-51A,baker_hughes_circulating_v1,train,0,0
4160,Schlumbergerl Td,drilling - rotary,WELL-KG-86H,slb_rotary_drilling_v1,train,0,0
4161,BakerHughes,tripping out,WELL-AR-59ST1,baker_hughes_trip_out_v1,train,0,0
4162,BKR,FLUID CIRCULATION,AR-32ST1,baker_hughes_circulating_v2,test,0,1
4163,halliburton energy services,roz drill,WELL-KG-78,halliburton_rotary_drilling_v1,train,0,0
4164,Baker ughes Co,CIRC,WELL-AR-21,baker_hughes_circulating_v2,train,0,0
4165,Halliburton Energy Services,SLIDING,NS-62,halliburton_slide_drilling_v1,train,0,0
4166,Slb,Rih,MB 4,slb_trip_in_v1,test,0,0
4167,Haalliburton Co,running in hole,WELL-KG-78,halliburton_trip_in_v1,train,0,0
4168,Halliburton Energy Services,rot drill,WELL-AR-84,halliburton_rotary_drilling_v2,train,0,0
4169,Schlumberger Ltd,sliding mode driling,WELL-BH-38,slb_slide_drilling_v1,train,0,0
4170,Sbl Ltd,ROT DRILL,KG-71,slb_rotary_drilling_v1,train,0,0
4171,baker-huges,circulating,AR 94,baker_hughes_circulating_v2,test,1,0
4172,SLB Ltd,drilling rotary,WELL-MB-69,slb_rotary_drilling_v1,test,0,0
4173,  Baker  Hughes Co ,CIRCULATE,AR-39H,baker_hughes_circulating_v2,train,0,0
4174,Schlumberger,rotary drilling,AR-093ST1,slb_rotary_drilling_v2,train,0,0
4175,SLBB Ltd,rih,WELL-BH-55A,slb_trip_in_v1,val,0,0
4176,baker hughe co,circulate,NS-69ST1,baker_hughes_circulating_v2,train,0,0
4177,HalliburtonCo,circulate,MB-18,halliburton_circulating_v1,val,0,0
4178,Halliburton,hole circulation,WELL-NS-31,halliburton_circulating_v2,train,0,0
4179,  Hlliburton  Co ,drillinghrotary,NS-13ST1,halliburton_rotary_drilling_v2,train,0,0
4180,bakerhughes,drillingvrotary,AR 14A,baker_hughes_rotary_drilling_v2,test,0,0
4181,BKR,CIRC,NS-24,baker_hughes_circulating_v2,train,0,0
4182,  Hal ,  pull  out of hole ,kg-76,halliburton_trip_out_v1,train,0,0
4183,baker hughes co,CIRRC,ns-22A,baker_hughes_circulating_v2,train,0,0
4184,baker ughes,ROT DRILL,kg-89,baker_hughes_rotary_drilling_v1,train,0,0
4185,BKR,fluid circulaiton,WELL-BH-2,baker_hughes_circulating_v1,test,0,1
4186,Halliburton,Pooh,KG-015A,halliburton_trip_out_v1,train,0,0
4187,SLB,circ,NS-32ST1,slb_circulating_v2,train,0,0
4188,Slb Ltd,ROT RDILL,bh-69A,slb_rotary_drilling_v1,train,0,0
4189,Slb,TIH,KG-84,slb_trip_in_v1,train,0,0
4190,Halliburton Energy Services,run in hole,bh-16,halliburton_trip_in_v1,train,0,0
4191,haalliburton,drilling - slide,ns-62,halliburton_slide_drilling_v1,train,0,0
4192,Halliburton Energy Services,drilling -- slide,KG 96A,halliburton_slide_drilling_v1,train,0,0
4193,bakerhugehs,drilling - rotary,BH3,baker_hughes_rotary_drilling_v1,train,0,0
4194,Halliburto Co,  rotjry  drilling ,BH15,halliburton_rotary_drilling_v1,train,0,0
4195,Bkr,TRIP-IN,MB47,baker_hughes_trip_in_v1,train,0,0
4196,bakeq hughes co,  pull  out of hole ,ns-2ST1,baker_hughes_trip_out_v1,train,0,0
4197,Baker Hughes,  sliding ,BH34A,baker_hughes_slide_drilling_v1,train,0,0
4198,SLB,CIRC,NS 87,slb_circulating_v2,train,0,0
4199,Halliburton,Circulation,WELL-BH-57A,halliburton_circulating_v1,train,0,0
4200,halliburtox co,ROTARY DRLG,WELL-AR-90H,halliburton_rotary_drilling_v2,train,0,0
4201,BAKER HUGHES CO,circ.,AR-071ST1,baker_hughes_circulating_v2,val,0,0
4202,BakerHughes,circulating,NS70,baker_hughes_circulating_v2,train,0,0
4203,Schlumberger,circulating,BH31,slb_circulating_v1,train,0,0
4204,Baker Hughes,  Rotary  Drill ,WELL-MB-51A,baker_hughes_rotary_drilling_v1,train,0,0
4205,Slbhltd,  rotary  drilling ,WELL-NS-12,slb_rotary_drilling_v2,val,0,0
4206,SLB LTD,crc,KG36H,slb_circulating_v1,train,0,0
4207,Schlumberger,rih,KG88H,slb_trip_in_v1,train,0,0
4208,  Halliburton ,HOLE CIRCULATION,AR-084,halliburton_circulating_v2,train,0,0
4209,Baker Hughes Co,circulation,NS 71,baker_hughes_circulating_v2,train,0,0
4210,baker hughes company,rotating drrilling,MB 60,baker_hughes_rotary_drilling_v1,test,1,1
4211,Halliburrton,slidng,BH-86A,halliburton_slide_drilling_v1,train,0,0
4212,  SLB  Ltd ,circ.,MB-92,slb_circulating_v1,train,0,0
4213,BAKERHUGHHES,drilling rotary,NS 36ST1,baker_hughes_rotary_drilling_v2,train,0,0
4214,SLB Ltd,rot drill,KG-096A,slb_rotary_drilling_v1,train,0,0
4215,baker hughes co,ROT DRILL,KG-021,baker_hughes_rotary_drilling_v1,train,0,0
4216,Baker Hughes Co,rotary drill,MB-041,baker_hughes_rotary_drilling_v1,train,0,0
4217,BAKER HUGHES CO,HLOE CIRCULATION,bh-68,baker_hughes_circulating_v1,train,0,0
4218,HAL,drilling rotary,AR 48,halliburton_rotary_drilling_v2,val,0,0
4219,BAKER HUGHES CO,Slide Drlg,BH 28A,baker_hughes_slide_drilling_v1,train,0,0
4220,Halliburton Co,  Circulate ,WELL-BH-15,halliburton_circulating_v1,train,0,0
4221,BakerHughes,TOOH,ar-75,baker_hughes_trip_out_v1,train,0,0
4222,Halliburton,circ.,MB 29A,halliburton_circulating_v1,train,0,0
4223,bakerhughes,rot drill,KG-015A,baker_hughes_rotary_drilling_v1,train,0,0
4224,HAL,trip in,BH-40,halliburton_trip_in_v1,test,0,0
4225,bakerhughes,slide drilling,MB-74H,baker_hughes_slide_drilling_v1,train,0,0
4226,SCHLUMBERGER,CIRCULATE,NS 58,slb_circulating_v2,train,0,0
4227,Halliburton,tripping out,mb-74H,halliburton_trip_out_v1,train,0,0
4228,Halliburton Energy Services,run in hole,BH-048H,halliburton_trip_in_v1,train,0,0
4229,SLB Ltd,trip-in,AR 41A,slb_trip_in_v1,val,0,0
4230,HALLIBURTON INTL,rotary drilling,WELL-MB-59,halliburton_rotary_drilling_v1,test,1,0
4231,Halliburton,roary drill,MB 88ST1,halliburton_rotary_drilling_v1,val,0,0
4232,BAKER HUGHES,CIRC,MB-085ST1,baker_hughes_circulating_v1,val,0,0
4233,SLB Ltd,slidexdrlg,AR96,slb_slide_drilling_v1,train,0,0
4234,  BAAKER  HUGHES ,  rot.  drilling ,AR-019,baker_hughes_rotary_drilling_v2,train,0,0
4235,bkr,slide drill,KG-089,baker_hughes_slide_drilling_v1,train,0,0
4236,SCHLUMBERGER LTD,rot drill,AR 14A,slb_rotary_drilling_v2,test,0,0
4237,Halliburton  Co,Tripping In,KG44H,halliburton_trip_in_v1,train,0,0
4238,hal,circullate,WELL-AR-73H,halliburton_circulating_v2,train,0,0
4239,HAL,circ,KG-022ST1,halliburton_circulating_v1,train,0,0
4240,Baker Hughes Co,PUL LOUT OF HOLE,NS4,baker_hughes_trip_out_v1,train,0,0
4241,SLB Ltd,Drilling - Rotary,NS-19H,slb_rotary_drilling_v2,train,0,0
4242,Schlumberger Ltd,trippping out,KG-097ST1,slb_trip_out_v1,train,0,0
4243,Schlumberger,  POOH ,KG54,slb_trip_out_v1,train,0,0
4244,BAKER HUGHES COMPANY,rotary mode drilling,MB-9H,baker_hughes_rotary_drilling_v1,test,1,1
4245,SLB Ltd,Cwrc.,WELL-AR-17A,slb_circulating_v2,train,0,0
4246,Baker Hughes Co,DRILLING - ROTARY,WELL-AR-32ST1,baker_hughes_rotary_drilling_v2,test,0,0
4247,HALLIBURTON CO,TRIPPING IN,NS1A,halliburton_trip_in_v1,val,0,0
4248,Baker Hguhes,  circulating ,ar-73H,baker_hughes_circulating_v2,train,0,0
4249,HAL,tripping out,NS59ST1,halliburton_trip_out_v1,train,0,0
4250,Schlumberger Ltd,circulation,WELL-AR-68H,slb_circulating_v2,train,0,0
4251,BakerHughes,circulate,ar-80A,baker_hughes_circulating_v2,val,0,0
4252,schlumberger ltd,sliding mode drilling,WELL-MB-18,slb_slide_drilling_v1,val,0,0
4253,Halliburon Co,TOOH,NS-13ST1,halliburton_trip_out_v1,train,0,0
4254,BKR,Tripping Out,WELL-AR-87H,baker_hughes_trip_out_v1,train,0,0
4255,Halliubrton,trip-uot,BH98,halliburton_trip_out_v1,train,0,0
4256,Schlumberger,DRILLING - RTOARY,BH-055A,slb_rotary_drilling_v1,val,0,0
4257,Hal,Slide Drlg,MB29A,halliburton_slide_drilling_v1,train,0,0
4258,Schlumberger,POOH,kg-89,slb_trip_out_v1,train,0,0
4259,BakerHughes,  circulating ,ar-85,baker_hughes_circulating_v2,train,0,0
4260,HAL,tripping in,AR 90H,halliburton_trip_in_v1,train,0,0
4261,HAL,rotary drlg,NS32ST1,halliburton_rotary_drilling_v2,train,0,0
4262,schlumbergeer limited,ROT DRILL,BH 61,slb_rotary_drilling_v1,test,1,0
4263,SLB,tripping in,mb-32ST1,slb_trip_in_v1,val,0,0
4264,  BKR ,trip ut,MB 85ST1,baker_hughes_trip_out_v1,val,0,0
4265,SLB,circ.,KG72H,slb_circulating_v1,train,0,0
4266,schlumberger,rot. drilling,ar-71ST1,slb_rotary_drilling_v2,val,0,0
4267,Baker Hugles,circulating,NS-053,baker_hughes_circulating_v2,train,0,0
4268,Halliburton Corp,circulaing,AR-32ST1,halliburton_circulating_v2,test,1,0
4269,HALLIBURTON,slide drilling,MB42A,halliburton_slide_drilling_v1,val,0,0
4270,Baker Hughes Co,  tripping  in ,KG54,baker_hughes_trip_in_v1,train,0,0
4271,Schlumberger,circ.,WELL-MB-95A,slb_circulating_v1,test,0,0
4272,halliburton,  drilling  rotary ,AR-073H,halliburton_rotary_drilling_v2,train,0,0
4273,HAL,rotary drilling,AR32ST1,halliburton_rotary_drilling_v2,test,0,0
4274,slb,run in hole,WELL-BH-32,slb_trip_in_v1,train,0,0
4275,Schlumberger Ltd,circculating mud,WELL-BH-2,slb_circulating_v1,test,0,1
4276,Schlumberger Ltd,tripping out,kg-54,slb_trip_out_v1,train,0,0
4277,Halliburton Co,circ.,WELL-NS-49,halliburton_circulating_v2,train,0,0
4278,halliburton,rot drill,WELL-AR-21,halliburton_rotary_drilling_v2,train,0,0
4279,SLB Ltd,drilling - rotary,NS2ST1,slb_rotary_drilling_v2,train,0,0
4280,Hal,RIH,AR-9A,halliburton_trip_in_v1,val,0,0
4281,Halliburton Enyrgy Services,circulating,AR 17A,halliburton_circulating_v2,train,0,0
4282,HALLIBURTON,  trip-in ,WELL-NS-10ST1,halliburton_trip_in_v1,train,0,0
4283,Baker Hughes Co,SLIDING,MB-5ST1,baker_hughes_slide_drilling_v1,train,0,0
4284,HAL,TIH,KG 87ST1,halliburton_trip_in_v1,test,0,0
4285,SCHLUMBERGER,HOLE CIRRCULATION,AR-083,slb_circulating_v2,train,0,0
4286,BAKERHUGHES,Rottdrill,MB 41,baker_hughes_rotary_drilling_v1,train,0,0
4287,schlumberger ltd,drilling - rotary,BH-94,slb_rotary_drilling_v1,train,0,0
4288,  Slb  Ltd ,circulating,WELL-NS-13ST1,slb_circulating_v2,train,0,0
4289,HAL,hole circulation,WELL-NS-24,halliburton_circulating_v2,train,0,0
4290,SLB,drilling - rotary,KG-055ST1,slb_rotary_drilling_v1,train,0,0
4291,SCHLUMBERGER,rotary drill,BH55A,slb_rotary_drilling_v1,val,0,0
4292,Halliburton,rotary drill,KG76,halliburton_rotary_drilling_v1,train,0,0
4293,Baker Hughes Company,fluid circulation,AR-14A,baker_hughes_circulating_v2,test,1,1
4294,SLB,  circulation ,WELL-MB-18,slb_circulating_v1,val,0,0
4295,  Slb  Ltd ,tripping in,NS-37H,slb_trip_in_v1,val,0,0
4296,HAL,pulling out of hole,BH-71ST1,halliburton_trip_out_v1,val,0,0
4297,BAKER HUGHES CO,drilling c rotary,kg-70,baker_hughes_rotary_drilling_v1,train,0,0
4298,Baker Hughes Co,sliding,BH-42,baker_hughes_slide_drilling_v1,val,0,0
4299,halliburton energy services,TIH,NS-52ST1,halliburton_trip_in_v1,train,0,0
4300,HALLIBURTON,ROTARY DRILLING,KG-070,halliburton_rotary_drilling_v1,train,0,0
4301,HAL,sliding mode drliling,MB96ST1,halliburton_slide_drilling_v1,train,0,0
4302,  Bakerhughes ,circ.,WELL-NS-49,baker_hughes_circulating_v2,train,0,0
4303,slb,slide drlg,ns-1A,slb_slide_drilling_v1,val,0,0
4304,Baker Hughes Co,Circulate,KG-097ST1,baker_hughes_circulating_v1,train,0,0
4305,Schlumberger,drilling rotary,NS 78,slb_rotary_drilling_v2,train,0,0
4306,Slb Tld,rotary drill,KG-078,slb_rotary_drilling_v1,train,0,0
4307,HAL,circ.,ns-34ST1,halliburton_circulating_v2,train,0,0
4308,halliburton co,SLIDE DRILL,WELL-NS-84,halliburton_slide_drilling_v1,train,0,0
4309,HALLIBURTON,rotary drilling,WELL-AR-13,halliburton_rotary_drilling_v2,train,0,0
4310,halliburton intl,circulating mud,WELL-BH-2,halliburton_circulating_v1,test,1,1
4311,hal,ROTARY DRILLING,BH15,halliburton_rotary_drilling_v1,train,0,0
4312,schlumberger,Rotary Drlg,KG14A,slb_rotary_drilling_v1,train,0,0
4313,Halliburton Energy Services,  trip-in ,WELL-AR-28,halliburton_trip_in_v1,val,0,0
4314,Slb,rotary drill,AR87H,slb_rotary_drilling_v2,train,0,0
4315,Halliburton Co,run in hole,BH-052A,halliburton_trip_in_v1,train,0,0
4316,SLBB Intl,  PULLING  OUT HOLE ,mb-9H,slb_trip_out_v1,test,1,1
4317,SCHLUMBERGER,TRIP-IN,MB-47,slb_trip_in_v1,train,0,0
4318,Baker Hughes Co,ROT DRILL,MB82ST1,baker_hughes_rotary_drilling_v1,train,0,0
4319,Halliburton,tripping out,WELL-NS-12,halliburton_trip_out_v1,val,0,0
4320,SCHLUMBERGER,rotary drlg,mb-85ST1,slb_rotary_drilling_v1,val,0,0
4321,Baker Hughes,ROTARY DRLG,NS-024,baker_hughes_rotary_drilling_v2,train,0,0
4322,BakerHughes Co,slide mode drilling,BH-61,baker_hughes_slide_drilling_v1,test,0,1
4323,  slb  ltd ,criculate,AR34,slb_circulating_v2,train,0,0
4324,Shlumberger Limited,siding,WELL-MB-4,slb_slide_drilling_v1,test,1,0
4325,Halliburton Energy Services,sliding mode drilling,AR-71ST1,halliburton_slide_drilling_v1,val,0,0
4326,HAL,HOLE CIRCULATION,KG 12A,halliburton_circulating_v1,train,0,0
4327,SLB,Sliding Mode Rdilling,MB42A,slb_slide_drilling_v1,val,0,0
4328,HAL,Rotary Drlg,NS34ST1,halliburton_rotary_drilling_v2,train,0,0
4329,Hallibujton,Pulling Out Of Hole,KG 54,halliburton_trip_out_v1,train,0,0
4330,Halliburton Co,ROTARY DRLG,WELL-MB-21,halliburton_rotary_drilling_v1,test,0,0
4331,Schlumberser,rotauing drilling,MB-21,slb_rotary_drilling_v1,test,0,1
4332,Halliburton Energy Services,drilling - rotary,mb-34ST1,halliburton_rotary_drilling_v1,val,0,0
4333,  Schlumberger  Ltd ,RIH,MB-082ST1,slb_trip_in_v1,train,0,0
4334,HAL,Rotary Drlg,MB60,halliburton_rotary_drilling_v1,test,0,0
4335,  Baker  Hughes Co ,circulate,ns-80ST1,baker_hughes_circulating_v2,train,0,0
4336,Halliburton,  Poho ,WELL-KG-93A,halliburton_trip_out_v1,train,0,0
4337,Bkr,hole circultaion,WELL-BH-15,baker_hughes_circulating_v1,train,0,0
4338,HAL,RIH,BH94,halliburton_trip_in_v1,train,0,0
4339,BKR,Toh,WELL-KG-32ST1,baker_hughes_trip_out_v1,train,0,0
4340,SLB LTD,Rot Drill,KG14A,slb_rotary_drilling_v1,train,0,0
4341,Baker Hughs Co,Ciirculate,BH-093,baker_hughes_circulating_v1,val,0,0
4342,Schlumberger Ltd,RIH,MB 92,slb_trip_in_v1,train,0,0
4343,Bkr,CIRC,BH-093,baker_hughes_circulating_v1,val,0,0
4344,BKR,TOOH,MB-34ST1,baker_hughes_trip_out_v1,val,0,0
4345,Baker Hughes Co,SLIDE DRILLING,mb-89,baker_hughes_slide_drilling_v1,test,0,0
4346,baker hughei co,Rot Drill,WELL-MB-35A,baker_hughes_rotary_drilling_v1,train,0,0
4347,Halliburton Co,RIH,kg-15A,halliburton_trip_in_v1,train,0,0
4348,BKR,RIH,kg-78,baker_hughes_trip_in_v1,train,0,0
4349,Baker Hughes Co,drilling - rotary,NS58,baker_hughes_rotary_drilling_v2,train,0,0
4350,  HALLIBURTON  CO ,Pull Out Of Hole,bh-17,halliburton_trip_out_v1,train,0,0
4351,Baker Hughes,drilling - rotary,WELL-NS-24,baker_hughes_rotary_drilling_v2,train,0,0
4352,Halliburton Energy Services,slidig,WELL-BH-71ST1,halliburton_slide_drilling_v1,val,0,0
4353,HAL,puling out of hole,bh-11,halliburton_trip_out_v1,test,0,0
4354,SLB,circ.,MB-092,slb_circulating_v1,train,0,0
4355,SLB Ltd,run in hole,WELL-AR-93ST1,slb_trip_in_v1,train,0,0
4356,  BaekrHughes ,pulling out of hole,KG-89,baker_hughes_trip_out_v1,train,0,0
4357,schlumberger ltd,criculate,BH-048H,slb_circulating_v1,train,0,0
4358,Bakerughes,CIRC.,NS19H,baker_hughes_circulating_v2,train,0,0
4359,SCHLUMBERGER LTD,Tripping Out,AR65H,slb_trip_out_v1,train,0,0
4360,SLB,trip-out,BH 16,slb_trip_out_v1,train,0,0
4361,Schlumberger Ltd,hole circulation,BH 80H,slb_circulating_v1,train,0,0
4362,Hallibburton Energy Services,circulate,WELL-NS-84,halliburton_circulating_v2,train,0,0
4363,schlumberger,circulation,ar-94,slb_circulating_v2,test,0,0
4364,HAL,trip in,NS-069ST1,halliburton_trip_in_v1,train,0,0
4365,SLB,circulating,WELL-KG-97ST1,slb_circulating_v1,train,0,0
4366,Halliburton Co,slide drilling,kg-72H,halliburton_slide_drilling_v1,train,0,0
4367,BakerHughes,trip out of hole,MB30H,baker_hughes_trip_out_v1,test,0,1
